algorithm,scenario,suitability_score
POA,poa_100tps,0.560380570370318
POA,poa_500tps,0.5640753345713934
POA,poa_50tps,0.4713405752436145
POW,pow_100tps,0.4290480531811088
POW,pow_500tps,0.3289542113797415
POW,pow_50tps,0.405756285881851
POS,pos_100tps,0.5151662321362475
POS,pos_500tps,0.5669356922236549
POS,pos_50tps,0.436915531438396
