algorithm,scenario,suitability_score
POA,poa_100tps,0.566384263880939
POA,poa_500tps,0.6197638095492487
POA,poa_50tps,0.4745335292141188
POW,pow_100tps,0.473440103385836
POW,pow_500tps,0.3289542113797415
POW,pow_50tps,0.3579974125562661
POS,pos_100tps,0.5151662321362475
POS,pos_500tps,0.5670411881983829
POS,pos_50tps,0.4129646749414685
