algorithm,scenario,suitability_score
POA,poa_100tps,0.6215093148111271
POA,poa_500tps,0.8103333936970032
POA,poa_50tps,0.6043116483008133
POW,pow_100tps,0.4250009627681415
POW,pow_500tps,0.4110976608353117
POW,pow_50tps,0.4749786074424058
POS,pos_100tps,0.6489273771198725
POS,pos_500tps,0.6183801156635852
POS,pos_50tps,0.5386188328642444
