algorithm,scenario,suitability_score
POA,poa_100tps,0.5558821916567951
POA,poa_500tps,0.6216201978206797
POA,poa_50tps,0.459332724303261
POW,pow_100tps,0.3250977243418442
POW,pow_500tps,0.4544949907575663
POW,pow_50tps,0.3092495271152179
POS,pos_100tps,0.5204416573418129
POS,pos_500tps,0.5697777315187523
POS,pos_50tps,0.3313599505152172
