algorithm,scenario,suitability_score
POA,poa_100tps,0.5587672356659925
POA,poa_500tps,0.5628653831954417
POA,poa_50tps,0.4818582105947896
POW,pow_100tps,0.3250977243418442
POW,pow_500tps,0.3340671943174645
POW,pow_50tps,0.4156973127904815
POS,pos_100tps,0.51901389672775
POS,pos_500tps,0.5597042805814151
POS,pos_50tps,0.4456706989341961
