algorithm,scenario,suitability_score
POA,poa_100tps,0.61640233725438
POA,poa_500tps,0.6225789863329295
POA,poa_50tps,0.4707111386423402
POW,pow_100tps,0.3917247206543315
POW,pow_500tps,0.4438475099317597
POW,pow_50tps,0.3950161109578858
POS,pos_100tps,0.5301742179908049
POS,pos_500tps,0.6233892422525786
POS,pos_50tps,0.4330202217084901
