algorithm,scenario,suitability_score
POA,poa_100tps,0.560380570370318
POA,poa_500tps,0.6207420000033593
POA,poa_50tps,0.4713405752436145
POW,pow_100tps,0.4290480531811088
POW,pow_500tps,0.3323052090612658
POW,pow_50tps,0.4005858989155666
POS,pos_100tps,0.5151662321362475
POS,pos_500tps,0.5630527817833393
POS,pos_50tps,0.4330202217084901
