algorithm,scenario,suitability_score
POA,poa_100tps,0.560380570370318
POA,poa_500tps,0.6207420000033593
POA,poa_50tps,0.4713405752436145
POW,pow_100tps,0.4290480531811088
POW,pow_500tps,0.3317670117535173
POW,pow_50tps,0.4005858989155666
POS,pos_100tps,0.5132437337421056
POS,pos_500tps,0.5722754649243886
POS,pos_50tps,0.436915531438396
