algorithm,scenario,suitability_score
POA,poa_100tps,0.626142409400288
POA,poa_500tps,0.6216201978206797
POA,poa_50tps,0.5507821777041216
POW,pow_100tps,0.4250009627681415
POW,pow_500tps,0.4438475099317597
POW,pow_50tps,0.4749786074424058
POS,pos_100tps,0.5800004870052325
POS,pos_500tps,0.6701637950693506
POS,pos_50tps,0.5386188328642444
