algorithm,scenario,suitability_score
POA,poa_100tps,0.552225406389778
POA,poa_500tps,0.6225789863329295
POA,poa_50tps,0.459332724303261
POW,pow_100tps,0.3250977243418442
POW,pow_500tps,0.4172238275257353
POW,pow_50tps,0.3092495271152179
POS,pos_100tps,0.5204416573418129
POS,pos_500tps,0.5290283602689094
POS,pos_50tps,0.3313599505152172
