algorithm,scenario,suitability_score
POA,poa_100tps,0.5587672356659925
POA,poa_500tps,0.6220021491915478
POA,poa_50tps,0.4818582105947896
POW,pow_100tps,0.3250977243418442
POW,pow_500tps,0.4461676645551336
POW,pow_50tps,0.4134325159454931
POS,pos_100tps,0.51901389672775
POS,pos_500tps,0.5643756106949136
POS,pos_50tps,0.4456706989341961
