algorithm,scenario,suitability_score
POA,poa_100tps,0.621710567585987
POA,poa_500tps,0.6196682331633677
POA,poa_50tps,0.55078790628499
POW,pow_100tps,0.3917247206543315
POW,pow_500tps,0.3289542113797415
POW,pow_50tps,0.487454783597439
POS,pos_100tps,0.5799935566505513
POS,pos_500tps,0.6225232649558958
POS,pos_50tps,0.5449722297498945
