algorithm,scenario,suitability_score
POA,poa_100tps,0.562949089202612
POA,poa_500tps,0.6202598134851858
POA,poa_50tps,0.4707111386423402
POW,pow_100tps,0.3917247206543315
POW,pow_500tps,0.3317670117535173
POW,pow_50tps,0.397341729156142
POS,pos_100tps,0.5132328425557492
POS,pos_500tps,0.572376792596777
POS,pos_50tps,0.436915531438396
